Id,Depth,Azimuth,Dip,Easting,Northing,Elevation,MagneticField,BoreholeId,Borehole,IsDeleted
075f0172-1e60-4e13-b664-02da0be1327e,480,315,-87.58986098793116,1785.726922797494,1814.273077202506,1320.4246059957404,,,,False
0867b989-47e8-4031-a732-c9ac4c903049,1140,315,-87.58986098793116,1766.101441644048,1833.898558355952,661.008439239882,,,,False
0b9b9ef5-cf94-4244-a558-e96607220a97,90,315,-87.58986098793116,1797.32379802453,1802.67620197547,1710.0796136242013,,,,False
0fb74813-d180-411a-97ff-c21b5ff81457,600,315,-87.58986098793116,1782.1586534968674,1817.8413465031326,1200.5307574946755,,,,False
15078a5d-a699-40bd-87ec-697a4396bcea,1470,315,-87.58986098793116,1756.288701067325,1843.711298932675,331.3003558619523,,,,False
15e03531-68fc-45c7-8efd-533cf139e6c7,300,315,-87.58986098793116,1791.0793267484337,1808.9206732515663,1500.2653787473378,,,,False
1b04006d-8d89-4e93-b939-fbf7bb058eb7,1230,315,-87.58986098793116,1763.4252396685781,1836.5747603314219,571.088052864083,,,,False
1cbd0881-76d1-4b1a-a461-9c814f766a2e,1690,315,-87.58986098793116,1749.7468740161764,1850.2531259838236,111.4949669433325,,,,False
25f857e9-4329-4abe-93b5-c6abd1fe7a88,210,315,-87.58986098793116,1793.7555287239036,1806.2444712760964,1590.1857651231364,,,,False
262725d0-ee74-4dec-8317-d1d0599c091d,60,315,-87.58986098793116,1798.2158653496867,1801.7841346503133,1740.0530757494676,,,,False
2ad29bcc-424a-472d-8f08-da4f67221398,1620,315,-87.58986098793116,1751.828364441542,1848.171635558458,181.43304523562063,,,,False
2bb92d09-23d2-4eaf-a527-b6c03b2d9b80,870,315,-87.58986098793116,1774.1300475704577,1825.8699524295423,930.7695983672791,,,,False
2cc69b19-2e87-4f84-910f-04851f3cd2d4,1350,315,-87.58986098793116,1759.8569703679516,1840.1430296320484,451.19420436301766,,,,False
342a44a0-b008-40bc-a04e-a3d8b1da1e42,1200,315,-87.58986098793116,1764.3173069937347,1835.6826930062653,601.0615149893493,,,,False
3727df68-e06d-46f4-8964-77a0605fcc87,120,315,-87.58986098793116,1796.4317306993735,1803.5682693006265,1680.106151498935,,,,False
393d2b1f-2d33-49ee-9197-eed88779dd80,510,315,-87.58986098793116,1784.8348554723373,1815.1651445276627,1290.4511438704742,,,,False
3b15a310-6642-4527-814e-522566f52e3b,1560,315,-87.58986098793116,1753.6124990918552,1846.3875009081448,241.3799694861533,,,,False
40d732c1-125e-4118-ae6d-a757fa2e2554,1110,315,-87.58986098793116,1766.9935089692046,1833.0064910307954,690.9819013651484,,,,False
44151432-1f80-4a9e-8ea9-60c73e8e013a,1380,315,-87.58986098793116,1758.964903042795,1841.035096957205,421.2207422377513,,,,False
47638bb4-32be-4a77-9c42-7e08b791b868,630,315,-87.58986098793116,1781.2665861717107,1818.7334138282893,1170.5572953694093,,,,False
476f2720-4861-4580-8f97-c6455e3d37b4,360,315,-87.58986098793116,1789.2951920981204,1810.7048079018796,1440.3184544968053,,,,False
4b7e0a8c-dbb0-40ce-94f4-4cf7d71f0ecc,1650,315,-87.58986098793116,1750.9362971163853,1849.0637028836147,151.4595831103543,,,,False
52533aa1-8fca-428c-b741-a0cf25ebd785,810,315,-87.58986098793116,1775.914182220771,1824.085817779229,990.7165226178117,,,,False
576c399d-c023-4048-8251-cc0560181f28,690,315,-87.58986098793116,1779.4824515213975,1820.5175484786025,1110.6103711188769,,,,False
5912d5fc-efea-46d3-85b9-ede66ac0f6c0,1290,315,-87.58986098793116,1761.6411050182649,1838.3588949817351,511.14112861355034,,,,False
5dfa8182-a019-4c48-a85a-66a5efae5827,0,315,-87.58986098793116,1800,1800,1800,,,,False
693293ce-46de-4aee-aeb1-a023724be0fd,780,315,-87.58986098793116,1776.8062495459276,1823.1937504540724,1020.6899847430781,,,,False
6b5c4414-63a1-45ef-8b1a-193493eb376f,570,315,-87.58986098793116,1783.050720822024,1816.949279177976,1230.5042196199418,,,,False
70a11d84-9c8c-4fc4-809b-99ea2e44ea72,1440,315,-87.58986098793116,1757.1807683924817,1842.8192316075183,361.27381798721865,,,,False
70b737ac-015c-455e-ba76-960c86c4be5d,1050,315,-87.58986098793116,1768.777643619518,1831.222356380482,750.928825615681,,,,False
7653c106-f2a7-4d76-aeae-b86f09ac0982,30,315,-87.58986098793116,1799.1079326748434,1800.8920673251566,1770.0265378747338,,,,False
79d1978e-85f5-4e09-b3ce-f42436613d9f,1020,315,-87.58986098793116,1769.6697109446745,1830.3302890553255,780.9022877409474,,,,False
82c5594d-5650-452b-9fce-f1472950f984,150,315,-87.58986098793116,1795.5396633742168,1804.4603366257832,1650.1326893736689,,,,False
82c8d155-0255-4cdf-b7d9-c1c8245da8b2,450,315,-87.58986098793116,1786.6189901226505,1813.3810098773495,1350.3980681210066,,,,False
