Id,Depth,Azimuth,Dip,Easting,Northing,Elevation,MagneticField,BoreholeId,Borehole,IsDeleted
4ba4f3eb-ed29-4fa6-a822-3cd02e2db27e,750,226.9325599608589,-74.97015474462101,1757.9140604509575,1817.1897004215168,1125.6568422989403,,,,False
4da026b5-4669-4933-9688-da20b70ef8b7,900,226.9325599608589,-74.97015474462101,1729.496872541149,1790.6276405058202,980.7882107587286,,,,False
4e2435f4-3c44-49bd-8959-d93c70679100,840,226.9325599608589,-74.97015474462101,1740.8637477050725,1801.2524644720988,1038.7356633748132,,,,False
5149dbf0-15f5-4af2-ac90-354d24080979,1680,226.9325599608589,-74.97015474462101,1581.727495410145,1652.5049289441977,227.47132674962896,,,,False
5159779f-5b5f-4ab0-b73e-b4ea2daac3ef,810,226.9325599608589,-74.97015474462101,1746.5471852870342,1806.5648764552382,1067.7093896828555,,,,False
57c0b4f7-6801-4f85-b684-8ece7156cbbf,330,226.9325599608589,-74.97015474462101,1837.4821865984213,1891.5634681854674,1531.2890106115337,,,,False
57fcd1d3-b569-4568-bbc1-ae8a12cd4100,570,226.9325599608589,-74.97015474462101,1792.0146859427277,1849.0641723203528,1299.4992001471946,,,,False
587e73c6-e085-452b-b5e5-74538594e15e,60,226.9325599608589,-74.97015474462101,1888.6331248360766,1939.3751760337213,1792.0525473839152,,,,False
5c922da7-6f4a-4e04-83c6-ed056cd1c09f,120,226.9325599608589,-74.97015474462101,1877.2662496721532,1928.7503520674427,1734.1050947678305,,,,False
64a21e1e-a231-470a-95f0-d9cae5724344,210,226.9325599608589,-74.97015474462101,1860.2159369262681,1912.8131161180247,1647.1839158437033,,,,False
65fc0d4e-3869-4690-92ea-239a684041f9,1500,226.9325599608589,-74.97015474462101,1615.828120901915,1684.3794008430336,401.3136845978829,,,,False
66fdcc43-8d98-4c8c-85d7-2299f50979d8,600,226.9325599608589,-74.97015474462101,1786.331248360766,1843.7517603372135,1270.5254738391523,,,,False
6a4c5b10-7672-446c-b1f2-20b8e0b5b8dc,1770,226.9325599608589,-74.97015474462101,1564.6771826642598,1636.5676929947797,140.55014782550205,,,,False
7833ec2f-e8fb-4479-85e0-9fb834f8676d,450,226.9325599608589,-74.97015474462101,1814.7484362705745,1870.31382025291,1415.3941053793642,,,,False
7c91819b-3560-4855-b68a-c2cce27e3eae,420,226.9325599608589,-74.97015474462101,1820.4318738525362,1875.6262322360494,1444.3678316874066,,,,False
84b1f64a-a9c4-42b9-98e0-73cfa26fa904,1590,226.9325599608589,-74.97015474462101,1598.77780815603,1668.4421648936157,314.3925056737559,,,,False
8c5b7041-e508-40c9-b6a4-e0d533d9f577,630,226.9325599608589,-74.97015474462101,1780.6478107788043,1838.4393483540741,1241.5517475311099,,,,False
97d1a7e3-682c-4193-9103-9b423fe863bc,1620,226.9325599608589,-74.97015474462101,1593.0943705740683,1663.1297529104763,285.4187793657136,,,,False
99add359-fcbd-4926-a204-b024f81784a8,1110,226.9325599608589,-74.97015474462101,1689.7128094674172,1753.440756623845,777.9721266024327,,,,False
9b51dc2a-6d91-4b0e-ae64-908027086080,930,226.9325599608589,-74.97015474462101,1723.8134349591874,1785.3152285226809,951.8144844506863,,,,False
9fd1a968-fb58-4645-95bc-e171b01dd817,1080,226.9325599608589,-74.97015474462101,1695.3962470493789,1758.7531686069842,806.945852910475,,,,False
a1be186d-6dc0-4e5b-b5a0-8a05522bdcb9,270,226.9325599608589,-74.97015474462101,1848.8490617623447,1902.188292151746,1589.2364632276185,,,,False
a5bab0b3-a722-4eb6-8fd4-7c237179a4d3,720,226.9325599608589,-74.97015474462101,1763.5974980329192,1822.5021124046561,1154.6305686069827,,,,False
a6c9d402-d12b-41c5-87ed-4275aa4331f2,30,226.9325599608589,-74.97015474462101,1894.3165624180383,1944.6875880168607,1821.0262736919576,,,,False
ab68bd2c-4769-4cf4-a731-0e6451a3b1fb,240,226.9325599608589,-74.97015474462101,1854.5324993443064,1907.5007041348854,1618.210189535661,,,,False
abb77376-177a-412d-a5af-3b5f7624c192,990,226.9325599608589,-74.97015474462101,1712.446559795264,1774.6904045564022,893.8670318346018,,,,False
acaff3dc-069b-4594-8dda-6b303551a4a3,1710,226.9325599608589,-74.97015474462101,1576.0440578281832,1647.1925169610583,198.49760044158666,,,,False
ae986756-1db0-43f3-be85-0da607995430,1380,226.9325599608589,-74.97015474462101,1638.561871229762,1705.629048775591,517.2085898300522,,,,False
b00ae781-6d6b-425b-b915-d6193c00da42,1230,226.9325599608589,-74.97015474462101,1666.9790591395704,1732.1911086912876,662.0772213702636,,,,False
b2d48273-a8d4-4331-a791-ccf46c29a132,1050,226.9325599608589,-74.97015474462101,1701.0796846313406,1764.0655805901235,835.9195792185172,,,,False
b37d9887-bee5-4211-b3ab-19ca5217f6eb,390,226.9325599608589,-74.97015474462101,1826.115311434498,1880.9386442191887,1473.341557995449,,,,False
b5dc2f17-3208-4a0a-8ca1-636b3fc8d965,1740,226.9325599608589,-74.97015474462101,1570.3606202462215,1641.880104977919,169.52387413354435,,,,False
b81afa01-68ae-43ed-a4bb-1150890cbce8,1440,226.9325599608589,-74.97015474462101,1627.1949960658385,1695.0042248093123,459.2611372139676,,,,False
bfacfe70-ba51-4d49-aa9e-c1d6c65482f9,300,226.9325599608589,-74.97015474462101,1843.165624180383,1896.8758801686067,1560.2627369195761,,,,False
c1476cc6-ffb7-423f-b7d7-b43971a8aa4a,540,226.9325599608589,-74.97015474462101,1797.6981235246894,1854.376584303492,1328.472926455237,,,,False
c39cf798-f200-4ad5-b865-8728ffed38cc,960,226.9325599608589,-74.97015474462101,1718.1299973772257,1780.0028165395415,922.8407581426441,,,,False
ca01f468-2e4c-4b71-a698-385a36332ee6,1350,226.9325599608589,-74.97015474462101,1644.2453088117236,1710.9414607587303,546.1823161380945,,,,False
ca78b21b-c66b-4a8c-8bdf-51f1c3732ba7,1140,226.9325599608589,-74.97015474462101,1684.0293718854555,1748.1283446407056,748.9984002943904,,,,False
ccf1dc4e-760c-4121-841b-25799417276c,780,226.9325599608589,-74.97015474462101,1752.2306228689959,1811.8772884383775,1096.683115990898,,,,False
d6db4929-64b0-4ca8-84d9-837fcdd0f55c,180,226.9325599608589,-74.97015474462101,1865.8993745082298,1918.125528101164,1676.1576421517457,,,,False
ddbf0dca-5274-4b33-bf3d-308c76af34c2,1320,226.9325599608589,-74.97015474462101,1649.9287463936853,1716.2538727418696,575.1560424461368,,,,False
e1abe4f0-3282-4a3b-917a-6b6a94ec4c43,1200,226.9325599608589,-74.97015474462101,1672.662496721532,1737.503520674427,691.0509476783059,,,,False
e323ae70-5e2e-41a2-ade7-2b01542130c6,0,226.9325599608589,-74.97015474462101,1900,1950,1850,,,,False
ea9ceaef-a4b6-4595-acb4-df413004854a,1260,226.9325599608589,-74.97015474462101,1661.2956215576087,1726.8786967081483,633.1034950622213,,,,False
ee081a8f-52df-4d1a-818f-21d1693448b6,660,226.9325599608589,-74.97015474462101,1774.9643731968426,1833.1269363709348,1212.5780212230675,,,,False
ee300eeb-4231-45fe-b29b-e8321d8c5c03,870,226.9325599608589,-74.97015474462101,1735.1803101231108,1795.9400524889595,1009.7619370667709,,,,False
fb2bb415-acd0-416c-b1d2-f7f1e63922b6,1560,226.9325599608589,-74.97015474462101,1604.4612457379917,1673.754576876755,343.36623198179825,,,,False
fba43062-0aca-479b-ba4d-d6860eae2f4d,1780,226.9325599608589,-74.97015474462101,1562.7827034702725,1634.7968890004,130.8922390561546,,,,False
fe13f76f-5537-447f-9817-55f7d9b34659,1410,226.9325599608589,-74.97015474462101,1632.8784336478002,1700.3166367924516,488.2348635220099,,,,False
